S/N		Words               		Frequency
22400		seize               		31
22401		seized              		1
22402		seizes              		2
22403		seizeth             		1
22404		seizing             		2
22405		seizure             		3
22406		seld                		1
22407		seld-shown          		1
22408		seldom              		29
22409		select              		2
22410		seleucus            		11
22411		self                		138
22412		self's              		4
22413		self-abuse          		1
22414		self-admission      		1
22415		self-affairs        		1
22416		self-affected       		1
22417		self-affrighted     		1
22418		self-applied        		1
22419		self-assumption     		1
22420		self-blood          		1
22421		self-born           		1
22422		self-borne          		1
22423		self-bounty         		1
22424		self-breath         		1
22425		self-charity        		1
22426		self-comparisons    		1
22427		self-cover'd        		1
22428		self-danger         		1
22429		self-doing          		1
22430		self-drawing        		1
22431		self-endeared       		1
22432		self-example        		1
22433		self-explication    		1
22434		self-figur'd        		1
22435		self-glorious       		1
22436		self-gracious       		1
22437		self-harming        		1
22438		self-killed         		1
22439		self-love           		7
22440		self-loving         		2
22441		self-mettle         		1
22442		self-misus'd        		1
22443		self-neglecting     		1
22444		self-offences       		1
22445		self-place          		1
22446		self-reproving      		1
22447		self-same           		17
22448		self-slaughter      		2
22449		self-sovereignty    		1
22450		self-subdu'd        		1
22451		self-substantial    		1
22452		self-unable         		1
22453		self-will'd         		3
22454		self-willed         		1
22455		self-wrong          		1
22456		selfsame            		7
22457		sell                		39
22458		seller's            		1
22459		selling             		3
22460		sells               		1
22461		selves              		6
22462		semblable           		5
22463		semblably           		1
22464		semblance           		19
22465		semblances          		2
22466		semblative          		1
22467		semi-circled        		1
22468		semicircle          		1
22469		semiramis           		3
22470		semper              		1
22471		sempronius          		9
22472		sempronius'         		1
22473		senate              		40
22474		senate's            		2
22475		senator             		90
22476		senator's           		1
22477		senators            		59
22478		send                		258
22479		send'st             		1
22480		send-a              		1
22481		sender              		4
22482		sendeth             		1
22483		sending             		13
22484		sends               		40
22485		seneca              		1
22486		senior              		36
22487		senior-junior       		1
22488		seniory             		1
22489		senis               		1
22490		senis'              		2
22491		sennet              		18
22492		senoys              		1
22493		sense               		124
22494		sense-behold        		1
22495		senseless           		25
22496		senseless-obstinate 		1
22497		senses              		36
22498		sensible            		22
22499		sensibly            		4
22500		sensual             		4
22501		sensuality          		2
22502		sent                		267
22503		sent'st             		1
22504		sentenc'd           		6
22505		sentence            		41
22506		sentences           		6
22507		sententious         		3
22508		sentinel            		4
22509		sentinels           		6
22510		separable           		1
22511		separate            		5
22512		separated           		4
22513		separates           		1
22514		separation          		5
22515		september           		1
22516		septentrion         		1
22517		sepulchre           		12
22518		sepulchres          		3
22519		sepulchring         		1
22520		sequel              		10
22521		sequence            		4
22522		sequent             		9
22523		sequest'red         		2
22524		sequest'ring        		1
22525		sequester           		1
22526		sequestration       		3
22527		sere                		3
22528		serenis-sima        		1
22529		serge               		1
22530		sergeant            		19
22531		sergeant-at-arms    		3
22532		serious             		23
22533		seriously           		5
22534		sermon              		2
22535		sermons             		1
22536		serpent             		23
22537		serpent's           		8
22538		serpent-like        		1
22539		serpentine          		1
22540		serpents            		6
22541		serpigo             		2
22542		serv                		29
22543		serv'd              		44
22544		serv'st             		3
22545		servant             		417
22546		servant's           		6
22547		servant-maid        		1
22548		servant-monster     		3
22549		servanted           		1
22550		servants            		109
22551		servants'           		1
22552		serve               		186
22553		serve's             		1
22554		served              		10
22555		serves              		35
22556		serveth             		1
22557		service             		444
22558		serviceable         		5
22559		services            		34
22560		servile             		8
22561		servility           		1
22562		servilius           		21
22563		serving             		7
22564		serving-creature    		1
22565		serving-creature's  		1
22566		serving-man         		17
22567		serving-men         		4
22568		servingman          		24
22569		servingmen          		7
22570		serviteur           		2
22571		servitor            		4
22572		servitors           		3
22573		servitude           		3
22574		sessa               		3
22575		session             		7
22576		sessions            		3
22577		sestos              		1
22578		set                 		471
22579		set'st              		3
22580		setebos             		2
22581		sets                		28
22582		setter              		2
22583		setter-up           		1
22584		setting             		25
22585		settle              		3
22586		settled             		16
22587		settlest            		1
22588		settling            		1
22589		sev'night           		1
22590		sev'ral             		1
22591		seven               		70
22592		sevenfold           		2
22593		sevennight          		1
22594		seventeen           		6
22595		seventh             		10
22596		seventy             		2
22597		seventy-five        		1
22598		sever               		2
22599		sever'd             		10
22600		several             		81
22601		severally           		24
22602		severals            		3
22603		severe              		7
22604		severed             		1
22605		severely            		2
22606		severest            		1
22607		severing            		2
22608		severity            		4
22609		severn              		4
22610		severn's            		2
22611		severs              		1
22612		sew                 		4
22613		sew'd               		4
22614		seward              		2
22615		seward's            		1
22616		sewer               		2
22617		sewing              		2
22618		sex                 		25
22619		sexes               		1
22620		sexton              		9
22621		sexton's            		2
22622		sextus              		4
22623		seymour             		1
22624		seyton              		12
22625		seyton-i            		1
22626		sfoot               		1
22627		sh'                 		1
22628		shackle             		1
22629		shackles            		2
22630		shade               		25
22631		shade-alas          		1
22632		shade-why           		1
22633		shades              		3
22634		shadow              		78
22635		shadow's            		3
22636		shadowed            		2
22637		shadowing           		2
22638		shadows             		28
22639		shadowy             		2
22640		shady               		3
22641		shafalus            		2
22642		shaft               		9
22643		shafts              		1
22644		shag-ear'd          		1
22645		shag-hair'd         		1
22646		shak'd              		5
22647		shak'st             		2
22648		shake               		101
22649		shaken              		5
22650		shakes              		15
22651		shakespeare         		272
22652		shaking             		11
22653		shales              		1
22654		shall               		3591
22655		shall'              		2
22656		shall's             		5
22657		shall't             		3
22658		shallenge           		1
22659		shallow             		251
22660		shallow'            		1
22661		shallow's           		3
22662		shallow-a           		1
22663		shallow-hearted     		1
22664		shallow-rooted      		1
22665		shallowest          		2
22666		shallowly           		1
22667		shallows            		2
22668		shalt               		295
22669		sham'd              		13
22670		sham'st             		2
22671		shambles            		2
22672		shame               		302
22673		shame's             		3
22674		shame-fac'd         		1
22675		shame-proof         		1
22676		shamed              		4
22677		shameful            		15
22678		shamefully          		5
22679		shameless           		6
22680		shameless-desperate 		1
22681		shames              		18
22682		shamest             		3
22683		shaming             		1
22684		shank               		1
22685		shanks              		3
22686		shap'd              		5
22687		shape               		87
22688		shapeless           		4
22689		shapes              		31
22690		shaping             		1
22691		shar'd              		2
22692		shard-borne         		1
22693		sharded             		1
22694		shards              		2
22695		share               		28
22696		shared              		2
22697		shares              		4
22698		shareware           		1
22699		sharing             		4
22700		shark               		1
22701		shark'd             		1
22702		sharp               		63
22703		sharp'st            		2
22704		sharp-ground        		1
22705		sharp-looking       		1
22706		sharp-pointed       		1
22707		sharp-provided      		1
22708		sharp-quill'd       		1
22709		sharp-tooth'd       		1
22710		sharpen             		1
22711		sharpened           		1
22712		sharpens            		1
22713		sharper             		6
22714		sharpest            		2
22715		sharply             		4
22716		sharpness           		3
22717		sharps              		1
22718		shatter             		1
22719		shav'd              		1
22720		shave               		2
22721		shave't             		1
22722		shaven              		1
22723		shaw                		1
22724		she                 		2209
22725		she'd               		1
22726		she'ld              		1
22727		she'll              		42
22728		she's               		151
22729		she-angel           		1
22730		she-bear            		1
22731		she-beggar          		1
22732		she-foxes           		1
22733		she-lamb            		1
22734		she-wolf            		1
22735		sheaf               		2
22736		sheal'd             		1
22737		shear               		2
22738		shearers            		2
22739		shearing            		1
22740		shearman            		1
22741		shears              		4
22742		sheath              		5
22743		sheath'd            		2
22744		sheathe             		9
22745		sheathes            		2
22746		sheathing           		3
22747		sheaved             		1
22748		sheaves             		1
22749		shed                		50
22750		shedding            		3
22751		sheds               		3
22752		sheen               		2
22753		sheep               		42
22754		sheep's             		4
22755		sheep-biter         		1
22756		sheep-biting        		1
22757		sheep-cote          		2
22758		sheep-hook          		1
22759		sheep-shearing      		5
22760		sheep-whistling     		1
22761		sheepcote           		1
22762		sheepcotes          		1
22763		sheeps              		1
22764		sheepskins          		1
22765		sheer               		2
22766		sheet               		12
22767		sheeted             		1
22768		sheets              		19
22769		sheffield           		1
22770		shelf               		1
22771		shell               		4
22772		shelt'red           		1
22773		shelter             		13
22774		shelters            		1
22775		shelves             		2
22776		shelving            		1
22777		shelvy              		1
22778		shent               		5
22779		shepherd            		110
22780		shepherd's          		16
22781		shepherdes          		1
22782		shepherdess         		6
22783		shepherdesses       		2
22784		shepherds           		10
22785		sher                		5
22786		sheriff             		23
22787		sheriff's           		2
22788		sherris             		4
22789		sherris-sack        		1
22790		shes                		2
22791		sheweth             		1
22792		shield              		21
22793		shielded            		2
22794		shields             		2
22795		shift               		26
22796		shifted             		4
22797		shifting            		2
22798		shifts              		7
22799		shilling            		5
22800		shillings           		10
22801		shin                		8
22802		shin'st             		1
22803		shine               		45
22804		shines              		29
22805		shineth             		1
22806		shining             		11
22807		shins               		4
22808		shiny               		1
22809		ship                		51
22810		ship-boy's          		2
22811		ship-boys           		1
22812		ship-side           		1
22813		ship-tire           		1
22814		ship-wreck'd        		1
22815		shipboard           		2
22816		shipman's           		1
22817		shipmaster          		3
22818		shipmen             		1
22819		shipp'd             		8
22820		shipped             		1
22821		shipping            		5
22822		ships               		22
22823		shipt               		1
22824		shipwreck           		2
22825		shipwreck'd         		1
22826		shipwrecking        		1
22827		shipwright          		2
22828		shipwrights         		1
22829		shire               		1
22830		shirley             		1
22831		shirt               		14
22832		shirts              		6
22833		shive               		1
22834		shiver              		1
22835		shiver'd            		1
22836		shivering           		2
22837		shivers             		2
22838		shoal               		1
22839		shoals              		1
22840		shock               		6
22841		shocks              		3
22842		shoe                		15
22843		shoe-tie            		1
22844		shoeing             		1
22845		shoeing-horn        		1
22846		shoemaker           		1
22847		shoes               		20
22848		shog                		2
22849		shone               		5
22850		shook               		30
22851		shoon               		2
22852		shoot               		29
22853		shooter             		3
22854		shootie             		1
22855		shooting            		5
22856		shoots              		6
22857		shop                		13
22858		shops               		3
22859		shore               		53
22860		shore'              		1
22861		shore's             		2
22862		shores              		17
22863		shorn               		2
22864		short               		94
22865		short'ned           		2
22866		short'ning          		1
22867		short'st            		1
22868		short-arm'd         		1
22869		short-grass'd       		1
22870		short-legg'd        		1
22871		short-liv'd         		2
22872		short-numbered      		1
22873		short-winded        		2
22874		shortcake           		1
22875		shorten             		5
22876		shortened           		1
22877		shortens            		3
22878		shorter             		6
22879		shortly             		46
22880		shortness           		4
22881		shot                		45
22882		shot-free           		1
22883		shotten             		1
22884		shoughs             		1
22885		should              		1575
22886		should'             		1
22887		should'red          		1
22888		should'st           		2
22889		shoulder            		27
22890		shoulder-bone       		1
22891		shoulder-clapper    		1
22892		shoulder-shotten    		1
22893		shouldering         		1
22894		shoulders           		32
22895		shouldst            		73
22896		shout               		23
22897		shouted             		2
22898		shouting            		5
22899		shouts              		12
22900		shov'd              		2
22901		shove               		1
22902		shove-groat         		1
22903		shovel              		1
22904		shovel-boards       		1
22905		shovels             		1
22906		show                		416
22907		show'd              		53
22908		show'dst            		1
22909		show'r              		7
22910		show'r'd            		1
22911		show'ring           		2
22912		show'rs             		6
22913		show's              		1
22914		show'st             		3
22915		show't              		1
22916		show-place          		1
22917		showed              		5
22918		shower              		3
22919		showers             		9
22920		showest             		2
22921		showing             		16
22922		shown               		30
22923		shows               		102
22924		shreds              		2
22925		shrew               		15
22926		shrewd              		26
22927		shrewdly            		10
22928		shrewdness          		1
22929		shrewish            		1
22930		shrewishly          		1
22931		shrewishness        		1
22932		shrews              		1
22933		shrewsbury          		22
22934		shriek              		6
22935		shriek'd            		4
22936		shrieking           		3
22937		shrieks             		3
22938		shrieve             		1
22939		shrieve's           		1
22940		shrift              		10
22941		shrill              		4
22942		shrill-gorg'd       		1
22943		shrill-shrieking    		1
22944		shrill-sounding     		1
22945		shrill-tongu'd      		2
22946		shrill-voic'd       		1
22947		shriller            		1
22948		shrills             		1
22949		shrilly             		2
22950		shrimp              		2
22951		shrine              		6
22952		shrink              		11
22953		shrinking           		3
22954		shrinks             		3
22955		shriv'd             		1
22956		shrive              		2
22957		shriver             		1
22958		shrives             		1
22959		shriving            		2
22960		shroud              		13
22961		shrouded            		3
22962		shrouding           		1
22963		shrouds             		3
22964		shrove              		1
22965		shrove-tide         		1
22966		shrow               		1
22967		shrows              		1
22968		shrub               		2
22969		shrubs              		2
22970		shrug               		3
22971		shrug'st            		1
22972		shrugs              		1
22973		shrunk              		7
22974		shudd'ring          		1
22975		shudders            		1
22976		shuffl'd            		1
22977		shuffle             		3
22978		shuffled            		1
22979		shuffling           		3
22980		shun                		20
22981		shunless            		1
22982		shunn'd             		8
22983		shunned             		1
22984		shunning            		2
22985		shuns               		4
22986		shut                		58
22987		shuts               		6
22988		shuttle             		1
22989		shy                 		2
22990		shylock             		106
22991		shylock's           		4
22992		si                  		3
22993		sibyl               		2
22994		sibyl's             		1
22995		sibylla             		1
22996		sibyls              		1
22997		sicil               		1
22998		sicilia             		28
22999		sicilian            		1
23000		sicilius            		9
23001		sicilius'           		1
23002		sicils              		2
23003		sicily              		6
23004		sicinius            		138
23005		sick                		163
23006		sick'd              		1
23007		sick-fall'n         		1
23008		sicken              		7
23009		sicken'd            		1
23010		sickens             		2
23011		sicker              		1
23012		sickle's            		1
23013		sicklemen           		1
23014		sicklied            		1
23015		sickliness          		1
23016		sickly              		19
23017		sickness            		52
23018		sicles              		1
23019		sicyon              		3
23020		side                		172
23021		side's              		1
23022		side-piercing       		1
23023		side-sleeves        		1
23024		side-stitches       		1
23025		sided               		1
23026		sides               		45
23027		siege               		31
23028		sieges              		1
23029		sienna's            		1
23030		sieve               		4
23031		sift                		3
23032		sifted              		1
23033		sigeia              		3
23034		sigh                		51
23035		sigh'd              		9
23036		sigh'st             		1
23037		sighed              		3
23038		sighing             		10
23039		sighs               		50
23040		sight               		199
23041		sight-holes         		1
23042		sight-outrunning    		1
23043		sighted             		1
23044		sightless           		5
23045		sightly             		1
23046		sights              		20
23047		sign                		51
23048		sign'd              		3
23049		signal              		11
23050		signet              		3
23051		signieur            		5
23052		significant         		1
23053		significants        		1
23054		signified           		3
23055		signifies           		4
23056		signify             		25
23057		signifying          		1
23058		signior             		135
23059		signiories          		1
23060		signiors            		3
23061		signiory            		1
23062		signor              		1
23063		signories           		3
23064		signs               		32
23065		signum              		1
23066		silenc'd            		3
23067		silence             		112
23068		silenced            		2
23069		silencing           		1
23070		silent              		36
23071		silently            		1
23072		silius              		8
23073		silk                		19
23074		silken              		16
23075		silken-coated       		1
23076		silkman             		1
23077		silks               		4
23078		silliest            		1
23079		silliness           		1
23080		silling             		1
23081		silly               		14
23082		silly-cheat         		1
23083		silly-ducking       		1
23084		silly-stately       		1
23085		silva               		1
23086		silver              		61
23087		silver'd            		3
23088		silver-bright       		1
23089		silver-shedding     		1
23090		silver-sweet        		1
23091		silver-white        		1
23092		silvered            		1
23093		silverly            		1
23094		silvia              		124
23095		silvia'             		1
23096		silvia's            		7
23097		silvius             		44
23098		simile              		1
23099		similes             		5
23100		simois              		1
23101		simois'             		2
23102		simon               		3
23103		simony              		1
23104		simp'ring           		2
23105		simpcox             		23
23106		simple              		112
23107		simple-answer'd     		1
23108		simpleness          		5
23109		simpler             		2
23110		simples             		5
23111		simplicity          		13
23112		simply              		12
23113		simular             		2
23114		simulation          		1
23115		sin                 		152
23116		sin's               		4
23117		sin-absolver        		1
23118		sin-conceiving      		1
23119		sin-yet             		1
23120		since               		447
23121		sincere             		4
23122		sincerely           		3
23123		sincerity           		6
23124		sinel's             		1
23125		sinew               		4
23126		sinewed             		1
23127		sinews              		22
23128		sinewy              		4
23129		sinful              		12
23130		sinfully            		2
23131		sing                		140
23132		sing'd              		2
23133		sing'st             		2
23134		singe               		2
23135		singeing            		1
23136		singer              		3
23137		singer-he           		1
23138		singes              		1
23139		singeth             		1
23140		singing             		30
23141		singing-man         		1
23142		single              		59
23143		single-sold         		1
23144		singled             		3
23145		singleness          		2
23146		singly              		5
23147		sings               		91
23148		singular            		7
23149		singulariter        		1
23150		singularities       		1
23151		singularity         		2
23152		singularity'        		1
23153		singuled            		1
23154		sinister            		6
23155		sink                		34
23156		sink-a-pace         		1
23157		sinking             		4
23158		sinking-ripe        		1
23159		sinks               		6
23160		sinn'd              		5
23161		sinner              		4
23162		sinners             		3
23163		sinners'            		1
23164		sinning             		1
23165		sinon               		2
23166		sinon's             		1
23167		sins                		36
23168		sip                 		3
23169		sipping             		1
23170		sir                 		2758
23171		sir'                		1
23172		sir's               		1
23173		sir-i               		2
23174		sir-reverence       		2
23175		sire                		18
23176		siren               		3
23177		sirrah              		146
23178		sirrah'             		1
23179		sirrah-but          		1
23180		sirs                		42
23181		sist'ring           		1
23182		sister              		187
23183		sister's            		16
23184		sister-cousin       		1
23185		sisterhood          		5
23186		sisterly            		1
23187		sisters             		27
23188		sisters'            		1
23189		sit                 		212
23190		sit'st              		2
23191		site                		4
23192		sith                		20
23193		sithence            		2
23194		sits                		59
23195		sitting             		27
23196		situate             		2
23197		situation           		2
23198		situations          		1
23199		siward              		25
23200		six                 		57
23201		six-and-twenty      		1
23202		six-gated           		1
23203		six-or-seven-times-honour'd		1
23204		sixpence            		11
23205		sixpenny            		1
23206		sixteen             		12
23207		sixth               		32
23208		sixty               		4
23209		siz'd               		1
23210		size                		12
23211		sizes               		2
23212		sizzle              		1
23213		skains-mates        		1
23214		skein               		2
23215		skies               		7
23216		skilful             		6
23217		skilfully           		1
23218		skill               		49
23219		skill'd             		3
23220		skilless            		4
23221		skillet             		1
23222		skillful            		1
23223		skills              		3
23224		skim                		2
23225		skimble-skamble     		1
23226		skin                		21
23227		skin's              		1
23228		skin-coat           		1
23229		skinny              		1
23230		skins               		6
23231		skip                		6
23232		skipp'd             		1
23233		skipper             		1
23234		skipping            		5
23235		skirmish            		7
23236		skirmishes          		1
23237		skirr               		2
23238		skirted             		1
23239		skirts              		6
23240		skittish            		3
23241		skulking            		1
23242		skull               		16
23243		skulls              		4
23244		sky                 		39
23245		sky-aspiring        		1
23246		sky-planted         		1
23247		skyey               		1
23248		skyish              		1
23249		slab                		1
23250		slack               		10
23251		slackly             		2
23252		slackness           		2
23253		slain               		125
23254		slain-no            		1
23255		slain-the           		1
23256		slake               		1
23257		sland'red           		2
23258		sland'rous          		4
23259		slander             		46
23260		slander'd           		4
23261		slander's           		3
23262		slandered           		3
23263		slanderer           		4
23264		slanderers          		2
23265		slandering          		2
23266		slanderous          		6
23267		slanders            		16
23268		slash               		2
23269		slaught'red         		7
23270		slaught'ring        		3
23271		slaughter           		26
23272		slaughter'd         		7
23273		slaughter's         		1
23274		slaughter-house     		6
23275		slaughter-man       		1
23276		slaughtered         		6
23277		slaughterer         		1
23278		slaughterman        		2
23279		slaughtermen        		2
23280		slaughterous        		1
23281		slaughters          		4
23282		slave               		127
23283		slave'              		1
23284		slave's             		2
23285		slave-like          		1
23286		slaver              		1
23287		slavery             		5
23288		slaves              		36
23289		slavish             		5
23290		slay                		26
23291		slayeth             		1
23292		slaying             		1
23293		slays               		2
23294		sleave              		1
23295		sledded             		1
23296		sleek               		3
23297		sleek-headed        		1
23298		sleekly             		1
23299		sleep               		257
23300		sleep's             		1
23301		sleep'st            		4
23302		sleep-die           		1
23303		sleeper             		1
23304		sleeper's           		1
23305		sleepers            		5
23306		sleepest            		2
23307		sleeping            		49
23308		sleeps              		43
23309		sleeps-and          		1
23310		sleepy              		10
23311		sleeve              		19
23312		sleeve'             		1
23313		sleeve-hand         		1
23314		sleeve-less         		1
23315		sleeves             		7
23316		sleid               		1
23317		sleided             		1
23318		sleight             		1
23319		sleights            		1
23320		slender             		108
23321		slender's           		3
23322		slenderer           		1
23323		slenderly           		1
23324		slept               		37
23325		slew                		37
23326		slew'st             		1
23327		slewest             		1
23328		slice               		2
23329		slid                		2
23330		slide               		5
23331		slides              		2
23332		sliding             		1
23333		slight              		32
23334		slighted            		3
23335		slightest           		3
23336		slightly            		9
23337		slightness          		1
23338		slights             		1
23339		slily               		6
23340		slime               		5
23341		slimy               		2
23342		slings              		2
23343		slink               		3
23344		slip                		22
23345		slip-shod           		1
23346		slipp'd             		8
23347		slipp'ry            		3
23348		slipper             		3
23349		slipper'd           		1
23350		slippers            		2
23351		slippery            		8
23352		slips               		8
23353		slish               		1
23354		slit                		1
23355		sliver              		3
23356		sliver'd            		1
23357		slobb'ry            		1
23358		slomber             		1
23359		slop                		2
23360		slope               		1
23361		slops               		2
23362		sloth               		6
23363		slothful            		1
23364		slough              		5
23365		slovenly            		1
23366		slovenry            		1
23367		slow                		50
23368		slow'd              		1
23369		slow-gaited         		1
23370		slow-wing'd         		1
23371		slower              		3
23372		slowly              		5
23373		slowness            		2
23374		slubber             		2
23375		slug                		2
23376		slug-abed           		1
23377		sluggard            		1
23378		sluggardiz'd        		1
23379		sluggish            		1
23380		sluic'd             		2
23381		slumb'red           		1
23382		slumber             		17
23383		slumbers            		5
23384		slumbery            		1
23385		slunk               		1
23386		slut                		2
23387		sluts               		2
23388		sluttery            		2
23389		sluttish            		4
23390		sluttishness        		1
23391		sly                 		41
23392		sly's               		1
23393		slys                		1
23394		smack               		9
23395		smacking            		1
23396		smacks              		2
23397		small               		101
23398		small'st            		1
23399		small-knowing       		1
23400		smaller             		4
23401		smallest            		17
23402		smallness           		1
23403		smalus              		1
23404		smart               		9
23405		smarting            		2
23406		smartly             		1
23407		smatch              		1
23408		smatter             		1
23409		smear               		1
23410		smear'd             		4
23411		smell               		48
23412		smell'd             		1
23413		smell'st            		1
23414		smell't             		1
23415		smelling            		5
23416		smells              		12
23417		smelt               		7
23418		smil'd              		9
23419		smil'dst            		1
23420		smil'st             		2
23421		smile               		77
23422		smiled              		2
23423		smiles              		44
23424		smilest             		1
23425		smilets             		1
23426		smiling             		31
23427		smilingly           		2
23428		smirch              		1
23429		smirch'd            		2
23430		smirched            		1
23431		smit                		1
23432		smite               		2
23433		smites              		2
23434		smith               		14
23435		smith's             		1
23436		smithfield          		6
23437		smock               		8
23438		smocks              		2
23439		smok'd              		1
23440		smoke               		20
23441		smoked              		1
23442		smokes              		3
23443		smoking             		4
23444		smoky               		5
23445		smooth              		36
23446		smooth'd            		2
23447		smooth's            		1
23448		smooth'st           		1
23449		smooth-fac'd        		3
23450		smooth-pates        		1
23451		smooth-tongue       		1
23452		smoothed            		2
23453		smoothing           		2
23454		smoothly            		2
23455		smoothness          		2
23456		smooths             		1
23457		smote               		5
23458		smoth'red           		1
23459		smother             		7
23460		smother'd           		6
23461		smothered           		2
23462		smothering          		1
23463		smug                		3
23464		smulkin             		1
23465		smutch'd            		1
23466		snaffle             		1
23467		snail               		7
23468		snail-pac'd         		2
23469		snail-slow          		1
23470		snails              		1
23471		snake               		11
23472		snakes              		6
23473		snaky               		1
23474		snap                		3
23475		snapp'd             		1
23476		snapper-up          		1
23477		snar'd              		2
23478		snare               		13
23479		snares              		5
23480		snarl               		1
23481		snarleth            		1
23482		snarling            		1
23483		snatch              		9
23484		snatch'd            		7
23485		snatchers           		1
23486		snatches            		6
23487		snatching           		4
23488		sneak               		2
23489		sneak's             		1
23490		sneak-cup           		1
23491		sneaking            		3
23492		sneap               		1
23493		sneaping            		2
23494		sneck               		1
23495		snip                		3
23496		snipe               		1
23497		snipt-taffeta       		1
23498		snore               		3
23499		snores              		4
23500		snoring             		1
23501		snorting            		2
23502		snout               		17
23503		snow                		35
23504		snow-broth          		1
23505		snow-white          		3
23506		snowballs           		1
23507		snowy               		1
23508		snuff               		8
23509		snuff'd             		1
23510		snuffs              		1
23511		snug                		10
23512		so                  		5266
23513		so'                 		3
23514		so's                		1
23515		so-for              		1
23516		so-forth            		1
23517		so-ho               		2
23518		so-long-sund'red    		1
23519		so-now              		1
23520		so-so               		1
23521		soak'd              		1
23522		soaking             		2
23523		soaks               		1
23524		soar                		7
23525		soaring             		2
23526		soars               		1
23527		sob                 		2
23528		sobbing             		1
23529		sober               		17
23530		sober-blooded       		1
23531		sober-suited        		1
23532		soberly             		1
23533		sobriety            		2
23534		sobs                		4
23535		sociable            		6
23536		societies           		4
23537		society             		26
23538		socks               		1
23539		socrates'           		1
23540		sodden              		2
23541		sodden-witted       		1
23542		soe'er              		6
23543		soever              		5
23544		soft                		119
23545		soft'ned            		1
23546		soft-conscienc'd    		1
23547		soft-hearted        		2
23548		soften              		5
23549		soften'd            		1
23550		softens             		1
23551		softer              		3
23552		softest             		3
23553		softly              		22
23554		softly-sprighted    		1
23555		softness            		1
23556		software            		2
23557		soil                		25
23558		soil'd              		4
23559		soil's              		1
23560		soiled              		1
23561		soilure             		1
23562		soit                		1
23563		sojourn             		6
23564		sojourn'd           		3
23565		sol                 		4
23566		sol-fa              		1
23567		sola                		10
23568		solace              		7
23569		solanio             		28
23570		sold                		39
23571		sold'rest           		1
23572		soldat              		1
23573		solder              		1
23574		soldest             		1
23575		soldier             		253
23576		soldier's           		15
23577		soldier-breeder     		1
23578		soldier-like        		2
23579		soldier-ship        		1
23580		soldiers            		201
23581		soldiers'           		10
23582		soldiership         		8
23583		sole                		26
23584		solely              		9
23585		solem               		1
23586		solemn              		41
23587		solemness           		1
23588		solemnities         		1
23589		solemnity           		11
23590		solemniz'd          		4
23591		solemnize           		2
23592		solemnized          		2
23593		solemnly            		7
23594		soles               		3
23595		solicit             		13
23596		solicitation        		2
23597		solicited           		3
23598		soliciting          		3
23599		solicitings         		1
23600		solicitor           		2
23601		solicits            		3
23602		solid               		4
23603		solidares           		1
23604		solidity            		1
23605		solinus             		2
23606		solitary            		2
23607		solomon             		2
23608		solon's             		1
23609		solum               		1
23610		solus               		7
23611		solus'              		3
23612		solyman             		1
23613		some                		1339
23614		some'er             		1
23615		somebody            		8
23616		someone             		1
23617		somerset            		144
23618		somerset's          		3
23619		somerville          		6
23620		something           		180
23621		something's         		1
23622		something-settled   		1
23623		sometime            		76
23624		sometime's          		1
23625		sometimes           		61
23626		somever             		1
23627		somewhat            		15
23628		somewhere           		3
23629		somewhither         		1
23630		somme               		1
23631		son                 		687
23632		son'                		4
23633		son's               		18
23634		son-in-law          		11
23635		son-in-law's        		1
23636		sonance             		1
23637		song                		79
23638		song-men            		1
23639		songs               		13
23640		sonnet              		10
23641		sonneting           		1
23642		sonnets             		5
23643		sons                		173
23644		sons'               		4
23645		sons-in-law         		1
23646		sont                		3
23647		sonties             		1
23648		soon                		142
23649		soon-believing      		1
23650		soon-speeding       		1
23651		sooner              		62
23652		soonest             		6
23653		sooth               		41
23654		sooth'              		1
23655		sooth'd             		1
23656		sooth'st            		1
23657		soothe              		4
23658		soothers            		1
23659		soothing            		2
23660		soothsay            		1
23661		soothsayer          		43
23662		sooty               		1
23663		sop                 		3
23664		sophister           		1
23665		sophisticated       		1
23666		sophy               		3
23667		sops                		2
23668		sorcerer            		1
23669		sorcerers           		3
23670		sorceress           		3
23671		sorceries           		1
23672		sorcery             		2
23673		sore                		41
23674		sorel               		3
23675		sorely              		6
23676		sorer               		1
23677		sores               		7
23678		sorrier             		1
23679		sorriest            		1
23680		sorrow              		180
23681		sorrow's            		11
23682		sorrow-wreathen     		1
23683		sorrowed            		2
23684		sorrowest           		1
23685		sorrowful           		5
23686		sorrows             		41
23687		sorrows'            		1
23688		sorry               		92
23689		sort                		68
23690		sort'               		1
23691		sortance            		1
23692		sorted              		5
23693		sorting             		1
23694		sorts               		13
23695		sossius             		1
23696		sot                 		7
23697		soto                		1
23698		sots                		1
23699		sottish             		1
23700		soud                		4
23701		sought              		36
23702		sought'st           		1
23703		soul                		437
23704		soul's              		21
23705		soul-confirming     		1
23706		soul-curer          		1
23707		soul-fearing        		1
23708		soul-killing        		1
23709		soul-my             		1
23710		soul-vex'd          		1
23711		sould               		1
23712		soulless            		1
23713		souls               		111
23714		sound               		213
23715		sound'              		5
23716		sounded             		24
23717		sounder             		3
23718		soundest            		2
23719		sounding            		6
23720		soundless           		2
23721		soundly             		21
23722		soundly'            		1
23723		soundness           		1
23724		soundpost           		1
23725		sounds              		47
23726		sour                		33
23727		sour'd              		1
23728		sour-cold           		1
23729		sour-ey'd           		1
23730		source              		6
23731		sources             		2
